timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-11-11T10:56:01,codecarbon,e723c1b8-05ab-4d92-a169-9a6edd0fd636,0.5675795078277588,1.1091230940158658e-06,1.9541281507161938e-06,42.5,0.0,5.899106025695801,6.700591411855486e-06,0,9.20100310860903e-07,7.620691722716388e-06,Finland,FIN,,,,Windows-10-10.0.22621-SP0,3.9.13,2.3.1,20,12th Gen Intel(R) Core(TM) i7-12700H,,,24.9349,60.1717,15.730949401855469,machine,N,1.0
2023-11-11T11:05:33,codecarbon,2c70dae4-e427-4bb7-9e40-6e96adeeb24f,0.4153873920440674,8.108606988381134e-07,1.9520590041213653e-06,42.5,0.0,5.899106025695801,4.903878933853574e-06,0,6.674768960370633e-07,5.571355829890638e-06,Finland,FIN,,,,Windows-10-10.0.22621-SP0,3.9.13,2.3.1,20,12th Gen Intel(R) Core(TM) i7-12700H,,,24.9349,60.1717,15.730949401855469,machine,N,1.0
